,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,8.257958814256208e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
asynchronous,,6.989095478710524e-81,chi2,1.0,1.0,1.0,1.0,1.0,1.0,chi2,1.0,1.0,chi2,1.0,1.0,1.0,1.0
cause,,,chi2,1.0,1.0,1.0,0.36340505559796066,0.22763857281911304,1.0,chi2,1.0,0.238686117790396,chi2,1.0,1.0,1.0,1.0
condition,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
negative-condition,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
purpose,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
concession,,,,,,,9.663390278596613e-20,1.0,1.0,0.6132190252865537,1.0,1.0,0.6072098317620123,1.0,1.0,1.0,1.0
contrast,,,,,,,,1.3524840416123083e-25,1.0,0.3848998760380431,1.0,1.0,0.3771799605905688,1.0,1.0,1.0,1.0
similarity,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
conjunction,,,,,,,,,,chi2,1.0,0.23145228388378322,chi2,1.0,1.0,1.0,1.0
disjunction,,,,,,,,,,,0.0011111111111111111,1.0,1.0,1.0,1.0,1.0,1.0
instantiation,,,,,,,,,,,,1.8256252530199884e-27,0.38682183426347644,1.0,1.0,1.0,1.0
level-of-detail,,,,,,,,,,,,,chi2,1.0,1.0,1.0,1.0
equivalence,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
manner,,,,,,,,,,,,,,,0.0011111111111111111,1.0,1.0
exception,,,,,,,,,,,,,,,,1.0,1.0
substitution,,,,,,,,,,,,,,,,,1.0
