,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,NA,0.3574706782253952,-0.16483516483516483,NA,NA,NA,0.3577331759149941,0.1398735108104133,0.05059337913803873,-0.15980719317760475,NA,NA,-0.3302325581395349,NA,NA,NA,NA
asynchronous,,NA,0.042859218364085426,-0.15209988649262202,NA,-0.3247470101195952,-0.5977653631284916,-0.3000810091424604,-0.5960374243258117,-0.5582592419279364,-0.3217866909753874,-0.7693881346475729,-0.4583229835704908,NA,-0.2731707317073171,NA,NA
cause,,,NA,0.5199115044247787,NA,0.6588520614389652,-0.31039874902267395,-0.5861702127659575,-0.7114882506527415,-0.5238700452776234,-0.25493421052631576,-0.3633217993079585,-0.4169104463527413,0.022271714922048998,0.4224099599822143,NA,NA
condition,,,,NA,NA,0.7111984282907662,0.329073482428115,NA,NA,-0.4955474070193819,NA,0.29896907216494845,-0.4898419864559819,NA,0.8668076109936576,NA,NA
negative-condition,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
purpose,,,,,,NA,NA,NA,NA,-0.003134796238244514,NA,-0.2940057088487155,-0.3557033035528776,NA,NA,NA,NA
concession,,,,,,,NA,0.7810239159485738,-0.1887072808320951,-0.2793528626403833,NA,-0.09695908294857507,-0.4187222784219127,NA,NA,NA,NA
contrast,,,,,,,,NA,0.36346029696578436,-0.15401621223286663,0.5468297392983585,-0.4683941892422458,-0.4980476063118481,NA,NA,NA,NA
similarity,,,,,,,,,NA,0.8429259994329459,0.8210361067503925,-0.5738081562320505,-0.03057905009759271,NA,NA,NA,NA
conjunction,,,,,,,,,,NA,-0.36178699641005185,-0.037024928483857786,0.32962584253250143,NA,-0.4553191489361702,NA,NA
disjunction,,,,,,,,,,,NA,NA,-0.6303005351996707,NA,NA,NA,NA
instantiation,,,,,,,,,,,,NA,-0.13301391740816793,NA,NA,NA,NA
level-of-detail,,,,,,,,,,,,,NA,0.017817371937639197,-0.5927601809954751,NA,NA
equivalence,,,,,,,,,,,,,,NA,NA,NA,NA
manner,,,,,,,,,,,,,,,NA,NA,NA
exception,,,,,,,,,,,,,,,,NA,NA
substitution,,,,,,,,,,,,,,,,,NA
