,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,0.0,0.6345711874009955,0.246389286692482,fisher_used,fisher_used,fisher_used,0.6850791660059219,0.8363508135029616,0.9336426993608185,0.3747139883816313,fisher_used,0.7456240660255421,0.48649434557758253,fisher_used,fisher_used,fisher_used,0.9687076069760711
asynchronous,,0.0,3.3815977598718624e-17,fisher_used,fisher_used,fisher_used,0.005790112945168094,0.1135356492330941,0.5235505743965685,3.682756186883654e-10,fisher_used,0.01294177545902332,9.750636644880676e-08,fisher_used,fisher_used,fisher_used,0.7637664210838101
cause,,,0.0,fisher_used,fisher_used,fisher_used,4.786858166500888e-13,0.0001136727538514106,0.11978881480584612,1.2818503584084929e-58,fisher_used,1.3503240105646401e-09,8.072130402209949e-33,fisher_used,fisher_used,fisher_used,0.4635885304452537
condition,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
negative-condition,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
purpose,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
concession,,,,,,,0.0,0.5627535873841774,0.5862631510816225,6.535514725188247e-09,fisher_used,0.03395657432022636,5.394560885754075e-06,fisher_used,fisher_used,fisher_used,0.7976202917431396
contrast,,,,,,,,0.0,0.7816117591778928,0.003121788690101572,fisher_used,0.28008683463487527,0.020506321831873137,fisher_used,fisher_used,fisher_used,0.8960822068259786
similarity,,,,,,,,,0.0,0.4505057465927458,fisher_used,0.663285156339696,0.35034049618129226,fisher_used,fisher_used,fisher_used,0.9580125511563521
conjunction,,,,,,,,,,0.0,fisher_used,3.588915090210332e-05,8.421512972938608e-23,fisher_used,fisher_used,fisher_used,0.5746016687092046
disjunction,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
instantiation,,,,,,,,,,,,0.0,0.002499886191045635,fisher_used,fisher_used,fisher_used,0.8374701198136827
level-of-detail,,,,,,,,,,,,,0.0,fisher_used,fisher_used,fisher_used,0.6599216395881837
equivalence,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used
manner,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used
exception,,,,,,,,,,,,,,,,fisher_used,fisher_used
substitution,,,,,,,,,,,,,,,,,0.0
