,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst
synchronous,9.813427854296455e-198,0.6332001266055456,0.9157244313050144,0.4747954802265887,0.40032435924047216,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.9403857224893594,0.9157244313050144,0.8968228802723915,0.7165098170239798,0.9403857224893594,0.16551241371343156,0.8968228802723915,0.8968228802723915,0.6933309283881351,0.8542513147536425,0.3008013775923838,fisher_used,fisher_used,0.9403857224893594,fisher_used,fisher_used,fisher_used,fisher_used
precedence,,9.813427854295336e-198,0.763170040034983,0.041843524476683935,0.9246338719849753,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.8313680688151808,0.763170040034983,0.7119439983526192,0.9972407940912887,0.8313680688151808,7.855580011066321e-05,0.7119439983526192,0.7119439983526192,0.2614957152895475,0.6009263494388073,0.0032158897958530215,fisher_used,fisher_used,0.8313680688151808,fisher_used,fisher_used,fisher_used,fisher_used
succession,,,9.813427854296455e-198,0.6518027221935857,0.595396282795978,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.962338558695971,0.9467288665723158,0.9347444391343294,0.818652925039401,0.962338558695971,0.4796832559770511,0.9347444391343294,0.9347444391343294,0.8033725349525731,0.9076637687705303,0.5135512408571774,fisher_used,fisher_used,0.962338558695971,fisher_used,fisher_used,fisher_used,fisher_used
reason,,,,9.813427854297571e-198,0.0003351309444388353,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.7497940431479186,0.6518027221935857,0.5802733959934088,0.12150008808909761,0.7497940431479186,1.0417748182912729e-06,0.5802733959934088,0.5802733959934088,0.09264542819755374,0.4334213013250673,0.0004584064594015763,fisher_used,fisher_used,0.7497940431479186,fisher_used,fisher_used,fisher_used,fisher_used
result,,,,,9.813427854296455e-198,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.7074464704093184,0.595396282795978,0.515213229463628,0.06841680337198937,0.7074464704093184,1.4245839460317793e-09,0.515213229463628,0.515213229463628,0.04782975278575925,0.3566169567982276,3.1696200002121032e-06,fisher_used,fisher_used,0.7074464704093184,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-cond,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-cond,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-negcond,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-negcond,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-goal,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-goal,,,,,,,,,,,9.813427854295896e-198,0.962338558695971,0.9538572387968022,0.8712792625660112,0.9733792046638606,0.5360478564675331,0.9538572387968022,0.9538572387968022,0.8603246621437348,0.9346715693413772,0.6442902758013986,fisher_used,fisher_used,0.9733792046638606,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-denier,,,,,,,,,,,,9.813427854296455e-198,0.9347444391343294,0.818652925039401,0.962338558695971,0.3812458691597561,0.9347444391343294,0.9347444391343294,0.8033725349525731,0.9076637687705303,0.5135512408571774,fisher_used,fisher_used,0.962338558695971,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-denier,,,,,,,,,,,,,9.813427854295896e-198,0.778738456137019,0.9538572387968022,0.2832765281406436,0.9200788097923309,0.9200788097923309,0.7602802462934344,0.8869755720259532,0.42336681035090906,fisher_used,fisher_used,0.9538572387968022,fisher_used,fisher_used,fisher_used,fisher_used
contrast,,,,,,,,,,,,,,9.813427854295896e-198,0.8712792625660112,0.011326137999628505,0.778738456137019,0.778738456137019,0.3928845983080784,0.690623991280584,0.02496926103762735,fisher_used,fisher_used,0.8712792625660112,fisher_used,fisher_used,fisher_used,fisher_used
similarity,,,,,,,,,,,,,,,9.813427854295896e-198,0.5360478564675331,0.9538572387968022,0.9538572387968022,0.8603246621437348,0.9346715693413772,0.6442902758013986,fisher_used,fisher_used,0.9733792046638606,fisher_used,fisher_used,fisher_used,fisher_used
conjunction,,,,,,,,,,,,,,,,9.813427854295896e-198,0.8260513646141585,0.2832765281406436,0.05087829879725589,0.755556761213273,0.3559301698525511,fisher_used,fisher_used,0.5360478564675331,fisher_used,fisher_used,fisher_used,fisher_used
disjunction,,,,,,,,,,,,,,,,,9.813427854295896e-198,0.9200788097923309,0.7602802462934344,0.8869755720259532,0.42336681035090906,fisher_used,fisher_used,0.9538572387968022,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-instance,,,,,,,,,,,,,,,,,,9.813427854295896e-198,0.7602802462934344,0.8869755720259532,0.42336681035090906,fisher_used,fisher_used,0.9538572387968022,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-instance,,,,,,,,,,,,,,,,,,,9.813427854296455e-198,0.6655829554682564,0.15933063190005908,fisher_used,fisher_used,0.8603246621437348,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-detail,,,,,,,,,,,,,,,,,,,,9.813427854296455e-198,0.25674892258547033,fisher_used,fisher_used,0.9346715693413772,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,9.813427854296455e-198,fisher_used,fisher_used,0.6442902758013986,fisher_used,fisher_used,fisher_used,fisher_used
equivalence,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,9.813427854295896e-198,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used
arg1-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used
