,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
synchronous,0.0,0.6371008639274749,fisher_used,0.7409908039422026,0.33925004327007785,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.9115555028234352,0.7798559058567018,0.8363508135029616,0.9336426993608185,0.3747139883816313,fisher_used,fisher_used,0.7484474668746179,0.9458111275561283,0.529650358235664,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.9687076069760711
precedence,,0.0,fisher_used,0.01195703268800216,4.306805500978178e-12,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.39832415072038874,0.103899662047309,0.11625446996687468,0.5266539054901904,5.21476462962416e-10,fisher_used,fisher_used,0.014749254253694817,0.6052799247037242,1.758509648145639e-06,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.7654772967145292
succession,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
reason,,,,0.0,3.552853904392969e-07,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.5539901111529524,0.1364481260830153,0.27110420648344646,0.6573285243962925,2.252427505451857e-06,fisher_used,fisher_used,0.08753458587368289,0.7172638673959252,0.0008118640280899276,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.8344446440264224
result,,,,,0.0,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.0870878191662646,0.00017862732168801384,0.0014636916697092388,0.19965637562882038,8.697568613297376e-41,fisher_used,fisher_used,7.824865737446138e-07,0.9333781589813663,3.607548497894654e-22,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.54566713416354
arg1-as-cond,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-cond,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-negcond,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-negcond,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-goal,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
