,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,0.0,6.374509342816983e-36,4.659280872309263e-10,fisher_used,0.8124685130806762,0.8667854474436232,0.0009848391432582548,0.002283741759314716,0.05806740624444817,0.5983514051557857,0.8124685130806762,9.337496354835634e-07,7.457202605167195e-10,0.8124685130806762,0.8667854474436232,0.8667854474436232,0.4809384204826064
asynchronous,,0.0,9.302688620973837e-09,fisher_used,0.5362868755487838,0.6619171097804224,1.7741290250416628e-08,3.757743073454092e-06,1.621565160028578e-05,6.407154221988061e-12,0.5362868755487838,1.1076930391395725e-16,5.514299867400379e-68,0.5362868755487838,0.6619171097804224,0.6619171097804224,0.6184415415244959
cause,,,0.0,fisher_used,0.7922261838965573,0.405962164932687,2.4738863762388673e-09,3.7878698517233314e-17,9.08764974999713e-21,6.519114273544866e-72,0.7922261838965573,3.6115366869474516e-15,9.713035549547343e-16,0.23986250540491355,0.405962164932687,0.22877319871350946,0.001230269669863381
condition,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
negative-condition,,,,,0.0,0.986007049356787,0.21444926069164771,0.7242395460658047,0.8061916370140967,0.9296911975331605,0.980210472762072,0.5913991222028344,0.8354775755593067,0.980210472762072,0.986007049356787,0.986007049356787,0.906026796158699
purpose,,,,,,0.0,0.027217012609682987,0.8030150349956395,0.8622822804403161,0.287144621171403,0.986007049356787,0.7042775930047016,0.38761094884932,0.986007049356787,0.9901059967464158,0.9901059967464158,0.9334789051809452
concession,,,,,,,0.0,2.8312355022209854e-17,4.832717061321623e-06,1.4335771788180012e-16,0.5218284116560297,8.653388003168714e-18,5.237573559125346e-23,0.5218284116560297,0.6506294366101528,0.6506294366101528,0.509266411837221
contrast,,,,,,,,0.0,0.5045295690084606,1.6427501448929728e-08,0.7242395460658047,0.0014810730768068019,1.048517375729481e-07,0.7242395460658047,0.8030150349956395,0.8030150349956395,4.501306966938991e-13
similarity,,,,,,,,,0.0,1.2815360086138285e-16,0.8061916370140967,0.6697394188278258,1.3863404901692325e-05,0.8061916370140967,0.8622822804403161,0.8622822804403161,0.2429576423168782
conjunction,,,,,,,,,,0.0,0.1838654521045131,1.9256407482489385e-12,4.99828409074378e-08,0.1322177370514413,0.287144621171403,0.287144621171403,0.0010844685781973187
disjunction,,,,,,,,,,,0.0,0.5913991222028344,0.22173973565081298,0.980210472762072,0.986007049356787,0.986007049356787,0.906026796158699
instantiation,,,,,,,,,,,,0.0,3.33226506729288e-27,0.5913991222028344,0.7042775930047016,0.7042775930047016,0.03539166932093513
level-of-detail,,,,,,,,,,,,,0.0,0.8354775755593067,0.24701032545958262,0.24701032545958262,0.2544583936683035
equivalence,,,,,,,,,,,,,,0.0,0.986007049356787,0.986007049356787,0.906026796158699
manner,,,,,,,,,,,,,,,0.0,0.9901059967464158,0.9334789051809452
exception,,,,,,,,,,,,,,,,0.0,0.9334789051809452
substitution,,,,,,,,,,,,,,,,,0.0
