,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,9.813427854296455e-198,0.5248217363611309,0.1941391339559469,fisher_used,fisher_used,0.9403857224893594,0.8121262841187804,0.7165098170239798,0.9403857224893594,0.16551241371343156,0.8968228802723915,0.6668055009384275,0.27061262479145,fisher_used,0.9403857224893594,fisher_used,fisher_used
asynchronous,,9.813427854296455e-198,0.004015781486273968,fisher_used,fisher_used,0.7765917394562348,0.36712900601132237,0.5665544193610696,0.7765917394562348,3.68376556259786e-05,0.6226909453716652,0.10233847582954701,0.00011374250029264731,fisher_used,0.7765917394562348,fisher_used,fisher_used
cause,,,9.813427854295336e-198,fisher_used,fisher_used,0.5623308334944199,0.0655614827073142,0.004904220122617401,0.5623308334944199,8.471623019779108e-19,0.3150708239194917,0.000851468415405356,2.928949958020734e-12,fisher_used,0.5623308334944199,fisher_used,fisher_used
condition,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
negative-condition,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
purpose,,,,,,9.813427854295896e-198,0.9155357583519905,0.8712792625660112,0.9733792046638606,0.5360478564675331,0.9538572387968022,0.8476537677609963,0.623018506105603,fisher_used,0.9733792046638606,fisher_used,fisher_used
concession,,,,,,,9.813427854295896e-198,0.6065669877599813,0.9155357583519905,0.04921921061788451,0.8540889389387878,0.5414787805265524,0.11820730336237988,fisher_used,0.9155357583519905,fisher_used,fisher_used
contrast,,,,,,,,9.813427854295896e-198,0.8712792625660112,0.011326137999628505,0.778738456137019,0.3509099696756771,0.01699081443838703,fisher_used,0.8712792625660112,fisher_used,fisher_used
similarity,,,,,,,,,9.813427854295896e-198,0.5360478564675331,0.9538572387968022,0.8476537677609963,0.04169689297744236,fisher_used,0.9733792046638606,fisher_used,fisher_used
conjunction,,,,,,,,,,9.813427854295896e-198,0.8260513646141585,0.01850889988006446,0.6491160796575284,fisher_used,0.5360478564675331,fisher_used,fisher_used
disjunction,,,,,,,,,,,9.813427854295896e-198,0.7390436570193195,0.39400057006233635,fisher_used,0.9538572387968022,fisher_used,fisher_used
instantiation,,,,,,,,,,,,9.813427854296455e-198,0.05481282155908266,fisher_used,0.8476537677609963,fisher_used,fisher_used
level-of-detail,,,,,,,,,,,,,9.813427854296455e-198,fisher_used,0.623018506105603,fisher_used,fisher_used
equivalence,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used
manner,,,,,,,,,,,,,,,9.813427854295896e-198,fisher_used,fisher_used
exception,,,,,,,,,,,,,,,,fisher_used,fisher_used
substitution,,,,,,,,,,,,,,,,,fisher_used
