,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
synchronous,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precedence,,1.0,0.0,0.0,0.001563721657544957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026595744680851063,0.0,0.0,0.0025884383088869713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
succession,,,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
reason,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018148820326678765,0.0,0.0,0.0015906680805938495,0.0,0.0,0.0,0.0009910802775024777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-cond,,,,,,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg2-as-cond,,,,,,,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg1-as-negcond,,,,,,,,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg2-as-negcond,,,,,,,,,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg1-as-goal,,,,,,,,,,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg2-as-goal,,,,,,,,,,,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg1-as-denier,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-denier,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrast,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
similarity,,,,,,,,,,,,,,,1.0,0.002242152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conjunction,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0019723865877712033,0.0,0.0007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
disjunction,,,,,,,,,,,,,,,,,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg1-as-instance,,,,,,,,,,,,,,,,,,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg2-as-instance,,,,,,,,,,,,,,,,,,,1.0,0.0,0.003305785123966942,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-detail,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
equivalence,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,0.0
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.0
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,0.0
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,0.0
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.0
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
