,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,1.0,0.1656521739130435,0.07563345399123643,0.0031397174254317113,0.0,0.0030911901081916537,0.07221238938053097,0.04941176470588235,0.03373313343328336,0.09286412512218964,0.0030864197530864196,0.03781016148089799,0.07179818887451488,0.007509386733416771,0.0029940119760479044,0.003125,0.026815642458100558
asynchronous,,1.0,0.2861040378319389,0.0009699321047526673,0.0004854368932038835,0.0043583535108958835,0.1902725815072154,0.09522184300341296,0.06941266209000763,0.27545454545454545,0.0014478764478764478,0.12683874548986956,0.20497362471740768,0.016408386508659983,0.004314477468839885,0.0014534883720930232,0.031236251649802024
cause,,,1.0,0.001593308105954989,0.001394700139470014,0.0033851055356431702,0.33941144610940605,0.15186567164179104,0.1013745704467354,0.5909453212179181,0.0031847133757961785,0.27796980171002367,0.5555001661681622,0.031982518871672624,0.007366115867011746,0.0015923566878980893,0.04652079637295486
condition,,,,1.0,0.0,0.0,0.0033277870216306157,0.0017167381974248926,0.001314060446780552,0.001006441223832528,0.0,0.002982107355864811,0.0018407731247123793,0.0,0.0,0.0,0.0
negative-condition,,,,,1.0,0.0,0.0020798668885191347,0.0017211703958691911,0.0013192612137203166,0.0010070493454179255,0.034482758620689655,0.0014910536779324055,0.001150483202945237,0.0,0.0,0.047619047619047616,0.0
purpose,,,,,,1.0,0.002898550724637681,0.002555366269165247,0.0,0.0032212603180994566,0.0,0.002967359050445104,0.003910743041177824,0.0,0.016129032258064516,0.0,0.0
concession,,,,,,,1.0,0.21856800274066462,0.07283866575901975,0.3223778735632184,0.0033126293995859213,0.1612223393045311,0.28530588907947396,0.024235200635677395,0.005349794238683128,0.003740648379052369,0.05859221392056626
contrast,,,,,,,,1.0,0.07436619718309859,0.15608465608465608,0.007698887938408896,0.11177504393673111,0.1530719228349759,0.027756360832690823,0.0016722408026755853,0.005154639175257732,0.08065720687079911
similarity,,,,,,,,,1.0,0.132408325074331,0.009138381201044387,0.11389337641357028,0.10045366169799093,0.028824833702882482,0.006345177664974619,0.0,0.022571148184494603
conjunction,,,,,,,,,,1.0,0.00322061191626409,0.2798898071625344,0.5604561462351165,0.025953284088640446,0.006031363088057901,0.0018119589289309443,0.037322274881516584
disjunction,,,,,,,,,,,1.0,0.004455445544554455,0.003217651114686279,0.0,0.0,0.0,0.012944983818770227
instantiation,,,,,,,,,,,,1.0,0.34051087185982687,0.03164855928200284,0.010355029585798817,0.003475670307845084,0.03095558546433378
level-of-detail,,,,,,,,,,,,,1.0,0.03243490178163545,0.008045977011494253,0.002300437083045779,0.04369369369369369
equivalence,,,,,,,,,,,,,,1.0,0.009216589861751152,0.005263157894736842,0.037694013303769404
manner,,,,,,,,,,,,,,,1.0,0.0,0.006042296072507553
exception,,,,,,,,,,,,,,,,1.0,0.003289473684210526
substitution,,,,,,,,,,,,,,,,,1.0
