,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst
synchronous,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precedence,,1.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
succession,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reason,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.012605042016806723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.00749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-cond,,,,,,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA
arg2-as-cond,,,,,,,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA
arg1-as-negcond,,,,,,,,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA
arg2-as-negcond,,,,,,,,,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA
arg1-as-goal,,,,,,,,,,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA
arg2-as-goal,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-denier,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-denier,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrast,,,,,,,,,,,,,,1.0,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
similarity,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conjunction,,,,,,,,,,,,,,,,1.0,0.00398406374501992,0.0,0.01098901098901099,0.007905138339920948,0.10597826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disjunction,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-instance,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-instance,,,,,,,,,,,,,,,,,,,1.0,0.0,0.01092896174863388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-detail,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equivalence,,,,,,,,,,,,,,,,,,,,,,NA,NA,0.0,NA,NA,NA,NA
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,NA,0.0,NA,NA,NA,NA
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
arg1-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
