,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,0.25106814715839443,fisher,fisher,fisher,fisher,fisher,fisher,fisher
asynchronous,,9.813427854297013e-198,0.11688791595377981,fisher,fisher,fisher,fisher,fisher,fisher,7.247387201134595e-06,fisher,0.007539040734652845,2.0467406433283327e-08,fisher,fisher,fisher,fisher
cause,,,9.813427854296455e-198,fisher,fisher,fisher,0.019071457024734114,3.0353486542126235e-05,fisher,8.254106879211757e-24,fisher,0.0004044403706425147,4.9306861184719776e-15,fisher,fisher,fisher,fisher
condition,,,,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher
negative-condition,,,,,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher
purpose,,,,,,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher
concession,,,,,,,fisher,fisher,fisher,0.008947518879262845,fisher,fisher,0.03220975724282915,fisher,fisher,fisher,fisher
contrast,,,,,,,,fisher,fisher,0.01934629006151772,fisher,fisher,0.0003860086172577051,fisher,fisher,fisher,fisher
similarity,,,,,,,,,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher,fisher
conjunction,,,,,,,,,,9.813427854296455e-198,fisher,0.08079863759404401,0.6865632241949895,fisher,fisher,fisher,fisher
disjunction,,,,,,,,,,,fisher,fisher,fisher,fisher,fisher,fisher,fisher
instantiation,,,,,,,,,,,,9.813427854295896e-198,0.038877814164999996,fisher,fisher,fisher,fisher
level-of-detail,,,,,,,,,,,,,9.813427854295896e-198,fisher,fisher,fisher,fisher
equivalence,,,,,,,,,,,,,,fisher,fisher,fisher,fisher
manner,,,,,,,,,,,,,,,fisher,fisher,fisher
exception,,,,,,,,,,,,,,,,fisher,fisher
substitution,,,,,,,,,,,,,,,,,fisher
