,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
synchronous,6.713137031218283,1.1799570725996726,NA,NA,-0.41820550790497857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0648966985923126,NA,NA,NA,NA,-1.7544685188647149,NA,NA,NA,NA,NA,NA
precedence,,3.4337136648454556,NA,-4.380067526371581,-0.26466946700169897,NA,NA,NA,NA,NA,NA,-3.4851495724291386,-0.9423478671753852,-3.0257179537918413,NA,-0.8073512862746407,NA,NA,-3.558752662469137,-2.6955693520995108,-3.4489293845163855,NA,NA,NA,NA,NA,-0.37364125721214814
succession,,,9.082370840884002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08943144779898098,NA,NA,0.504942012848253,NA,1.19972779152216,NA,NA,NA,NA,NA,NA
reason,,,,3.8535521503881207,-2.014755982901346,NA,NA,NA,NA,NA,NA,-2.065311086886474,-3.0250097221619034,-1.2839513733618142,NA,-1.3409702147949456,NA,NA,-0.916521755590024,-0.27573086655684564,-0.10625875949618044,NA,NA,NA,NA,NA,0.046197228330516725
result,,,,,1.6291002068733784,NA,NA,NA,NA,1.6291002068733784,NA,-1.2023001891508764,-0.7900300470393483,-1.6604064103216063,-2.107865387292828,-0.7911580227205061,NA,NA,-2.041438025553852,0.45401350031528714,-1.629051977580669,NA,NA,NA,NA,NA,-0.5932922144630692
arg1-as-cond,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-cond,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-negcond,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-negcond,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-goal,,,,,,,,,,12.667333341605158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-goal,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-denier,,,,,,,,,,,,5.748470104330563,1.8085076871163959,0.6109665805806286,NA,-2.4233321843524194,NA,NA,NA,NA,-1.134172945031278,NA,NA,NA,NA,NA,NA
arg2-as-denier,,,,,,,,,,,,,4.203808968333977,0.7443773496966802,NA,-1.413404468671368,NA,NA,-2.051691764814409,-0.9254740486109889,-2.563356863607928,NA,NA,NA,NA,NA,NA
contrast,,,,,,,,,,,,,,5.20790172296786,-1.1140263719195016,-1.3200443759403977,NA,NA,-3.3695271050678883,NA,-2.0897788256728247,NA,NA,NA,NA,NA,1.4005468009102569
similarity,,,,,,,,,,,,,,,6.345405246717795,1.0804935536433309,NA,NA,-0.6470610805967971,0.2161222297728289,-2.537237802644046,NA,NA,NA,NA,NA,NA
conjunction,,,,,,,,,,,,,,,,1.4955310529221748,1.495531052922175,NA,-1.2239167799860018,-2.3118238691354294,-0.48022140083114795,NA,NA,NA,NA,NA,NA
disjunction,,,,,,,,,,,,,,,,,12.667333341605158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-instance,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-instance,,,,,,,,,,,,,,,,,,,4.089904513569409,-1.0393785033755576,0.541162200761006,NA,NA,NA,NA,NA,NA
arg1-as-detail,,,,,,,,,,,,,,,,,,,,6.538050324660191,-0.6076271305354439,NA,NA,NA,NA,NA,NA
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,2.19972779152216,NA,NA,NA,NA,NA,-0.022664629814287598
equivalence,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,8.859978419547554
