,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,1.0,0.16666666666666666,0.16763848396501457,0.09465020576131687,0.0,0.07142857142857142,0.17142857142857143,0.2342857142857143,0.08365019011406843,0.20859671302149177,0.04225352112676056,0.140625,0.16920943134535368,0.027777777777777776,0.09420289855072464,0.010362694300518135,0.025252525252525252
asynchronous,,1.0,0.28005865102639294,0.06624605678233439,0.003816793893129771,0.09322033898305085,0.13659793814432988,0.19148936170212766,0.05309734513274336,0.2430471584038694,0.020833333333333332,0.11685823754789272,0.23315363881401618,0.024390243902439025,0.07163323782234957,0.0037593984962406013,0.018518518518518517
cause,,,1.0,0.09335443037974683,0.004893964110929853,0.15987460815047022,0.18507462686567164,0.20365168539325842,0.0790273556231003,0.5782857142857143,0.03189792663476874,0.30180806675938804,0.505938242280285,0.038523274478330656,0.12713178294573643,0.006493506493506494,0.01948051948051948
condition,,,,1.0,0.0125,0.07894736842105263,0.07916666666666666,0.06976744186046512,0.06707317073170732,0.07633587786259542,0.009009009009009009,0.08086253369272237,0.08112094395280237,0.037037037037037035,0.07865168539325842,0.024096385542168676,0.0
negative-condition,,,,,1.0,0.0,0.00546448087431694,0.00816326530612245,0.0,0.002600780234070221,0.0,0.006172839506172839,0.004580152671755725,0.027777777777777776,0.0,0.0,0.0
purpose,,,,,,1.0,0.07692307692307693,0.05698005698005698,0.05660377358490566,0.12720403022670027,0.045454545454545456,0.08433734939759036,0.1251798561151079,0.0189873417721519,0.09545454545454546,0.0,0.014285714285714285
concession,,,,,,,1.0,0.2917933130699088,0.04905660377358491,0.1774193548387097,0.043689320388349516,0.1506849315068493,0.16111111111111112,0.004672897196261682,0.09259259259259259,0.016216216216216217,0.020833333333333332
contrast,,,,,,,,1.0,0.08253968253968254,0.26184538653366585,0.06513409961685823,0.16666666666666666,0.20833333333333334,0.014598540145985401,0.0783132530120482,0.012096774193548387,0.03187250996015936
similarity,,,,,,,,,1.0,0.11612903225806452,0.06504065040650407,0.12299465240641712,0.09620991253644315,0.06504065040650407,0.07106598984771574,0.0,0.009009009009009009
conjunction,,,,,,,,,,1.0,0.04155844155844156,0.3552795031055901,0.680047225501771,0.040207522697795074,0.125,0.0012919896640826874,0.018205461638491547
disjunction,,,,,,,,,,,1.0,0.02586206896551724,0.029895366218236172,0.030303030303030304,0.006802721088435374,0.0,0.11363636363636363
instantiation,,,,,,,,,,,,1.0,0.328804347826087,0.043859649122807015,0.14397905759162305,0.006097560975609756,0.002967359050445104
level-of-detail,,,,,,,,,,,,,1.0,0.04552352048558422,0.11127167630057803,0.0060790273556231,0.01361573373676248
equivalence,,,,,,,,,,,,,,1.0,0.04964539007092199,0.0,0.0425531914893617
manner,,,,,,,,,,,,,,,1.0,0.008333333333333333,0.0
exception,,,,,,,,,,,,,,,,1.0,0.0
substitution,,,,,,,,,,,,,,,,,1.0
