,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,9.813427854297013e-198,0.07962955681888992,0.021683346660092164,0.050624740741791324,0.3726574241310502,0.1928342872337781,0.0009256229061109424,1.0407939235864058e-08,0.645867611680782,0.28913987076730735,0.41439091044891097,0.44468085432833016,0.006322351020073184,0.6354709074575609,0.5898226545481997,0.6156925403985976,0.23184361593987032
asynchronous,,9.813427854296455e-198,0.028147934001906853,0.6885587100553847,0.8649115702567245,0.4358173934024512,0.8961921700158075,0.08204228866990607,0.01745970622540182,1.438958738827581e-05,0.14038369066421727,7.272953913399044e-07,0.00735421672074535,0.276317515741428,0.07939624312657809,0.3921243429753505,0.7017329688403728
cause,,,9.813427854296455e-198,0.13540640351524708,0.23517840409306853,0.0014515027941820811,0.8979293400540985,0.0006506563415185154,0.0011757476111656283,0.0005486110090548102,0.23617131053616455,0.6547589168112419,0.0012192725576073112,0.7520390734262984,0.3491900141476556,0.531901774065811,0.31908466880804526
condition,,,,9.813427854297013e-198,0.1282368021531195,0.17414157804345148,0.3274025917279191,0.9688186715735245,0.32177293314048994,0.028025229666301384,0.22639824125263797,0.6201482050109074,0.6381743481694123,0.5127525259931223,0.14220705902167632,0.06022437881018819,0.22893235745144347
negative-condition,,,,,9.813427854295896e-198,0.48191203829743234,0.567114158699539,0.12263869588817218,0.5465119747756891,0.35996347299697795,0.7310203354846365,0.26561917015196296,0.28865363049802895,0.007156267353082892,0.5087827612790076,0.8779201907118865,0.8213020852832034
purpose,,,,,,9.813427854297013e-198,0.3976205366755198,0.0018815708478981843,0.6022781306695261,0.045980005539632836,0.2687488229242063,0.03471601816955404,0.24297201610818114,0.36661195724412254,0.15723260222701813,0.2816564744191921,0.9304670083924528
concession,,,,,,,9.813427854296455e-198,1.6468510155974448e-18,0.08094733278943914,0.007095988825113634,0.34562508144925286,0.856763075819849,0.003298189943377557,0.010887228073981611,0.6041788233913464,0.13174332446717332,0.5229735081454745
contrast,,,,,,,,9.813427854296455e-198,0.9425975432933407,0.704912216972314,0.002208129961913194,0.30447699066162515,0.0001426104320632313,0.0401573807540492,0.2686332020844733,0.3467917763627798,0.021229212590329113
similarity,,,,,,,,,9.813427854296455e-198,0.02810706138106551,0.01451064280162723,0.01217200434428105,0.2671901687143084,0.01451064280162723,0.5797634342971691,0.3559286360528874,0.6046050669769439
conjunction,,,,,,,,,,9.813427854296455e-198,0.1399455514089591,0.04158693620054832,0.0003029347580188979,0.32619865411258997,0.8383774232438851,9.59685718331998e-08,0.37712700292491486
disjunction,,,,,,,,,,,9.813427854297571e-198,0.24314873045025237,0.06238131626492271,0.5117206372292934,0.08218098448438481,0.5986867807271701,1.408520662960556e-09
instantiation,,,,,,,,,,,,9.813427854297013e-198,0.2794323260904241,0.30785183797154303,0.0032484303247369297,0.685338167452927,0.017342298046906502
level-of-detail,,,,,,,,,,,,,9.813427854296455e-198,0.03898590939729325,0.1791196570784224,0.35082285246818823,0.26219580938881015
equivalence,,,,,,,,,,,,,,9.813427854297571e-198,0.1568437517995163,0.5986867807271701,0.05029213984318916
manner,,,,,,,,,,,,,,,9.813427854296455e-198,0.8971239337009633,0.13690140041618257
exception,,,,,,,,,,,,,,,,9.813427854295896e-198,0.7294968847029002
substitution,,,,,,,,,,,,,,,,,9.813427854296455e-198
