,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asynchronous,,1.0,0.06772553163386606,0.0,0.0,0.0,0.0,0.029201817001946788,0.0,0.03788287478271294,0.0,0.0,0.010319829424307037,0.0,0.0,0.0,0.0
cause,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04642463659949533,0.0,0.0,0.04055625790139064,0.0,0.0,0.0,0.0
condition,,,,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA
negative-condition,,,,,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA
purpose,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concession,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrast,,,,,,,,1.0,0.0,0.023747162563296665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
similarity,,,,,,,,,1.0,0.0,0.0,0.0,0.5028571428571429,0.0,0.0,0.0,0.0
conjunction,,,,,,,,,,1.0,0.1686746987951807,0.05289909638554217,0.22379804934021802,0.0,0.0,0.0,0.0
disjunction,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
instantiation,,,,,,,,,,,,1.0,0.03696428571428571,0.0,0.0,0.0,0.0
level-of-detail,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
equivalence,,,,,,,,,,,,,,NA,0.0,NA,NA
manner,,,,,,,,,,,,,,,1.0,0.0,0.0
exception,,,,,,,,,,,,,,,,NA,NA
substitution,,,,,,,,,,,,,,,,,NA
