,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
synchronous,0.0,1.3437954850870467e-66,0.008763539940822013,6.5150184828428714e-18,1.270504181274947e-07,fisher_used,0.3378178278001558,0.3548856342654524,fisher_used,0.8105271429457521,0.7850671914911512,6.922389663225265e-05,0.2061947998649179,0.002434895575107635,0.00030257030818779066,0.6903038705544304,0.9286061231842282,0.42184150668451625,6.051158184716374e-20,1.075702797616419e-16,4.30327757795967e-08,0.004221306614414961,0.4837356072916733,0.0727183066702866,0.5711754937696714,0.4103381288177591,0.4057883563243161
precedence,,0.0,0.004399722886684801,3.4657559952028835e-41,3.9550880728760424e-10,fisher_used,0.1501576419058486,0.3107767996232232,fisher_used,0.6536399119239036,0.1826818441687063,4.397279513231062e-12,0.8923430485740479,1.7647992070348405e-11,4.380949579257205e-06,0.00010646985563777183,0.11766653977654085,0.004926303322611321,1.8810947784139413e-31,2.5286294556741983e-17,2.864670536849041e-60,0.004649468386285393,0.6536399119239036,0.29099112891836787,0.2716909243683052,0.7766598189806921,0.02850054367379531
succession,,,0.0,0.17007628180646667,3.791174178130632e-09,fisher_used,0.4584235185850154,0.5402377919256929,fisher_used,0.0011622380111698425,0.5402377919256929,0.005921706229869138,0.3976790453856953,0.8400263137762675,0.29359511840054703,0.12002432722368495,0.9869488104116397,0.3268296105453345,0.16521892464855675,4.0069329132548905e-05,8.58857355922406e-05,0.02913037560089609,0.4347856698361864,0.7620501677186893,0.7077308425471586,0.4530558422285139,0.020003132143692
reason,,,,0.0,0.0011556391582945972,fisher_used,0.5706089938974284,0.03402337182553677,fisher_used,0.2899611224805666,0.18114189031141867,0.00967732941003399,1.6433309913199696e-07,0.2841825769087405,0.04758651860950751,4.7424763824109924e-05,0.4221144920991424,0.03882744488793101,1.829355339271346e-17,1.7630133880217707e-16,1.363374483475074e-33,3.23576593936668e-07,0.8649890432864278,0.5686734615167183,0.8572490075044964,0.7801371453680832,0.05179357118791311
result,,,,,0.0,fisher_used,0.13319416231781764,0.6207236576704331,fisher_used,0.17139515277110204,0.3138393373078294,0.000186305052748219,0.05128364761514066,1.4655250366578815e-12,0.0004792325236572704,3.830222052625727e-11,0.2229631893764752,0.015587660661420656,1.5273896794088056e-09,1.7125202642328366e-11,6.630183254587258e-26,0.003924296224966858,0.6888823654361874,0.02036643079574752,0.9971430047692684,0.21722479730646357,0.9712233666547274
arg1-as-cond,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-cond,,,,,,,0.0,0.9072719129128781,fisher_used,0.8819158509026359,0.9072719129128781,0.3517137314310992,0.0491274547447352,0.971538930797969,0.7987908412138364,0.016150130473559638,0.8466698768669244,0.0002964122406826676,0.07109243869734953,0.9553511931616442,0.830127812689213,0.5787860288379154,0.8819158509026359,0.8212434464228799,0.943157497093023,0.8865250926716027,0.4725531062277608
arg1-as-negcond,,,,,,,,0.0,fisher_used,0.8992198594092857,0.9208907247155327,0.7454595296653193,0.029318841600700585,0.5925033062982027,0.9325943654546107,0.35922975185907935,3.0538060326812478e-09,0.6713396548297739,0.6290246743052685,0.015711451273388733,0.9067539943676167,0.6359765358678224,0.8992198594092857,0.8472386642323569,1.4577380272947858e-60,0.9031611222666066,0.5402377919256929
arg2-as-negcond,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-goal,,,,,,,,,,0.0,0.8992198594092857,0.5435970052255632,0.31228917325456695,0.8217428839736276,0.19227093042792393,0.5497762469779541,0.8334750523079049,0.0011715206144013656,0.2581684087097183,0.5992909831216935,0.9375163670192059,0.5461001503768768,0.8716949357335839,0.0001171893368779118,0.9382056993848285,0.8766968091451015,0.4347856698361864
arg2-as-goal,,,,,,,,,,,0.0,0.7454595296653193,0.852515200359741,0.6963584001592922,0.30656220671482687,0.45534514588608566,0.8690481278164488,0.6713396548297739,0.6290246743052685,0.13745444043476782,0.4004944911017907,0.6359765358678224,0.8992198594092857,0.8472386642323569,0.9515245356612038,0.9031611222666066,0.5402377919256929
arg1-as-denier,,,,,,,,,,,,0.0,2.6745042043410725e-51,8.369446709470439e-17,0.0012577170343070925,0.4365970424146498,0.45522615929434507,0.25743744352238634,0.0007701551907570291,0.6920530219443022,0.20701920537564864,0.5801165411328588,0.379811312243444,0.9858876908390584,0.4431005327953901,0.12478413208779132,0.003584783044473629
arg2-as-denier,,,,,,,,,,,,,0.0,1.5929775472832217e-45,3.552683590567744e-07,0.0002919569147775843,0.3065449159401393,0.0388059341788857,9.212511075436929e-18,0.03586863401836674,6.387173642910947e-24,0.3531344316968429,0.6952422160810571,0.8754614552276869,0.835290844341298,0.6773151655418299,1.8688411068739754e-10
contrast,,,,,,,,,,,,,,0.0,0.8822129250013757,2.0964701849584463e-05,0.004457117704325525,0.32904101413448916,0.005237126092694621,0.4546756600000036,0.002221101480925229,0.3648449567463625,0.34131593640467284,0.0381311840412958,0.48062837762978305,0.030202568482717258,1.0339837749886364e-18
similarity,,,,,,,,,,,,,,,0.0,4.032981129727509e-18,0.002876305143798725,0.8927981154519161,1.5163309266398527e-05,0.37323883094090415,0.001875862634716206,0.18443538518751346,0.6645420696283642,0.7906897385794052,0.5313891528658925,0.21033639787454786,0.04673410540856726
conjunction,,,,,,,,,,,,,,,,0.0,0.6947696950775174,0.009317137758710866,0.7630805841668965,6.0094392368409794e-05,0.005929511653622751,0.368906293888689,0.4794051311272549,0.21471886889296868,0.695408191648691,0.14350259974977098,3.3282430159997513e-06
disjunction,,,,,,,,,,,,,,,,,0.0,0.4519973144720236,0.4932485569717654,0.9368366051643743,0.5686896278994678,0.431997014007522,0.8334750523079049,0.7491147772903832,0.9196126967557907,0.8399299840343396,0.001835478075868128
arg1-as-instance,,,,,,,,,,,,,,,,,,0.0,2.3100001551916214e-06,0.2742557442500496,2.369384911496598e-09,0.32569006149297086,0.17627535670576705,0.0034887947343143696,0.7950674981851912,0.6031808839916675,0.8051996980912746
arg2-as-instance,,,,,,,,,,,,,,,,,,,0.0,0.8797522344263564,1.942686558694444e-55,0.0250929138526668,0.932709888209487,0.014730981782701364,0.2601376830630546,0.029801638418806887,0.007332575360161735
arg1-as-detail,,,,,,,,,,,,,,,,,,,,0.0,0.00513903005672181,1.5235587744091464e-10,0.5992909831216935,0.7225474481332204,0.4242771267211186,0.9365124598149944,0.3474473648610147
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,0.0,0.0018660369192050159,0.2903612172980469,4.8278155253631424e-05,0.33613169160888867,0.30300663019468554,0.39137200536333294
equivalence,,,,,,,,,,,,,,,,,,,,,,0.0,0.5461001503768768,0.18305194403400268,0.7720122241358303,0.23166159937532932,0.0008136984879235986
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0001171893368779118,0.9382056993848285,0.8766968091451015,0.5741315318699833
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.9061280199404332,0.813424105830838,0.7620501677186893
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.570501291677954e-41,0.0155789268967777
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4530558422285139
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
