,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,1.0,0.07855251544571933,0.016409997475385005,0.0,0.0,0.0,0.011014948859166011,0.0017921146953405018,0.0027247956403269754,0.027722772277227723,0.0,0.001004016064257028,0.012320328542094456,0.0,0.0,0.0,0.00904977375565611
asynchronous,,1.0,0.12253327214318495,0.0,0.0,0.0,0.05648330058939096,0.020773638968481375,0.007346938775510204,0.11196243203163618,0.0,0.027578599007170437,0.05257363060831269,0.0,0.0,0.0,0.00554016620498615
cause,,,1.0,0.0,0.0002598077422707197,0.0002598752598752599,0.1289587605377079,0.03601175894169525,0.012537612838515547,0.3008550053437834,0.0002598077422707197,0.08889407372841811,0.28924333787200934,0.0005197505197505198,0.0002598752598752599,0.0,0.0041269022440030955
condition,,,,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negative-condition,,,,,1.0,0.0,0.0009025270758122744,0.0,0.0,0.00028935185185185184,0.0,0.0,0.0003595828838547285,0.0,0.0,0.0,0.0
purpose,,,,,,1.0,0.0009033423667570009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concession,,,,,,,1.0,0.09170946441672781,0.006987577639751553,0.11295437911685777,0.0,0.02829684997330486,0.09124087591240876,0.0,0.0,0.0,0.005235602094240838
contrast,,,,,,,,1.0,0.01601423487544484,0.040412259289395173,0.0,0.023890784982935155,0.037073490813648295,0.0,0.0,0.0,0.03398058252427184
similarity,,,,,,,,,1.0,0.04501146788990826,0.0,0.022289766970618033,0.01782042494859493,0.0,0.0,0.0,0.0
conjunction,,,,,,,,,,1.0,0.0005788712011577424,0.0867022629036359,0.2810766385863982,0.0,0.0,0.0,0.003728133065672498
disjunction,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
instantiation,,,,,,,,,,,,1.0,0.15872504829362524,0.0,0.0,0.0,0.0011587485515643105
level-of-detail,,,,,,,,,,,,,1.0,0.0003595828838547285,0.00035971223021582735,0.00035971223021582735,0.00820842255531763
equivalence,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
manner,,,,,,,,,,,,,,,1.0,0.0,0.0
exception,,,,,,,,,,,,,,,,1.0,0.0
substitution,,,,,,,,,,,,,,,,,1.0
