,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst
synchronous,9.813427854296455e-198,0.26253896405236216,0.6354709326628238,0.13721255393716789,0.2718225945936312,fisher_used,fisher_used,fisher_used,fisher_used,0.8999113522497515,0.8273601370833976,0.6893508747212117,0.7780466572497128,0.40408254734490556,0.7573665542358292,0.25106814715839443,0.7780466572497128,0.6893508747212117,0.3359980530857968,0.6748635232168723,0.019348951072550715,fisher_used,fisher_used,0.8999113522497515,fisher_used,fisher_used,fisher_used,fisher_used
precedence,,9.813427854297013e-198,8.522869617204519e-15,0.0016056307092942599,0.26569741528329943,fisher_used,fisher_used,fisher_used,fisher_used,0.7662609054840838,0.606232139672356,0.34476649944371995,0.5052844629394231,0.16357506267354435,0.46527311417879214,9.920999546968125e-07,0.5052844629394231,0.34476649944371995,0.022968360370986117,0.3214607980880985,3.1177058493113046e-05,fisher_used,fisher_used,0.7662609054840838,fisher_used,fisher_used,fisher_used,fisher_used
succession,,,9.813427854296455e-198,0.13721255393716789,0.2718225945936312,fisher_used,fisher_used,fisher_used,fisher_used,0.8999113522497515,0.8273601370833976,0.6893508747212117,0.7780466572497128,0.6579700891716012,0.7573665542358292,0.025485318243180233,0.7780466572497128,0.6893508747212117,0.8709649552775403,0.6748635232168723,0.08232560674663697,fisher_used,fisher_used,0.8999113522497515,fisher_used,fisher_used,fisher_used,fisher_used
reason,,,,9.813427854296455e-198,3.0732598644823674e-07,fisher_used,fisher_used,fisher_used,fisher_used,0.6933336995154296,0.4941208363968682,0.21010162125240306,0.3768429734668256,0.031345355090862254,0.8164231649323794,1.2416210335343387e-07,0.3768429734668256,0.21010162125240306,0.3286773474109179,0.18844384195845815,0.06029881045615812,fisher_used,fisher_used,0.6933336995154296,fisher_used,fisher_used,fisher_used,fisher_used
result,,,,,9.813427854296455e-198,fisher_used,fisher_used,fisher_used,fisher_used,0.03538281717507829,0.4093309031536345,0.4887054732651027,0.928340190602225,0.0059768250245818815,0.24249080188322375,7.918651262635656e-16,0.928340190602225,0.8985116681037724,0.00027282556660656546,0.4209404743378389,7.203396924374141e-10,fisher_used,fisher_used,0.6341989275469511,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-cond,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-cond,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-negcond,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-negcond,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-goal,,,,,,,,,,9.813427854295896e-198,0.9538572387968022,0.9155357583519905,0.9403857224893594,0.8248029029417031,0.9346715693413772,0.37836415825016134,0.9403857224893594,0.9155357583519905,0.7985170109574511,0.9113801407515953,0.5349164772205419,fisher_used,fisher_used,0.9733792046638606,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-goal,,,,,,,,,,,9.813427854295896e-198,0.8540889389387878,0.8968228802723915,0.7010862746496365,0.8869755720259532,0.1266395787268822,0.8968228802723915,0.8540889389387878,0.6580350000016035,0.8469680816269998,0.8296165229549153,fisher_used,fisher_used,0.9538572387968022,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-denier,,,,,,,,,,,,9.813427854295896e-198,5.330870769224197e-05,0.0001337878128643698,0.794466369183308,0.030882581972468678,0.8121262841187804,0.7360576101449354,0.41719580642205656,0.7235413478352595,0.04859267548616098,fisher_used,fisher_used,0.9155357583519905,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-denier,,,,,,,,,,,,,9.813427854296455e-198,0.6198186099864984,0.8542513147536425,0.04836113105980396,0.8668997293159233,0.8121262841187804,0.5672758409233998,0.8030319509877487,0.6970000674923648,fisher_used,fisher_used,0.9403857224893594,fisher_used,fisher_used,fisher_used,fisher_used
contrast,,,,,,,,,,,,,,9.813427854297013e-198,0.1620392063395132,0.01934629006151772,0.10308727299683153,0.4817006604062254,0.09038255099449524,0.460316829351168,0.00016751922576009262,fisher_used,fisher_used,0.8248029029417031,fisher_used,fisher_used,fisher_used,fisher_used
similarity,,,,,,,,,,,,,,,9.813427854296455e-198,0.7536456218127328,0.8542513147536425,0.794466369183308,0.5306463929726024,0.7845578140370147,0.5420742807215775,fisher_used,fisher_used,0.9346715693413772,fisher_used,fisher_used,fisher_used,fisher_used
conjunction,,,,,,,,,,,,,,,,9.813427854296455e-198,0.8683372089438073,0.030882581972468785,0.5715076143029271,0.9042495817914056,0.9004903754734062,fisher_used,fisher_used,0.37836415825016134,fisher_used,fisher_used,fisher_used,fisher_used
disjunction,,,,,,,,,,,,,,,,,9.813427854296455e-198,0.8121262841187804,0.5672758409233998,0.8030319509877487,0.1643410826118625,fisher_used,fisher_used,0.9403857224893594,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-instance,,,,,,,,,,,,,,,,,,9.813427854295896e-198,0.41719580642205656,0.7235413478352595,0.20688584588086678,fisher_used,fisher_used,0.9155357583519905,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-instance,,,,,,,,,,,,,,,,,,,9.813427854297013e-198,0.3945623659415972,0.6913727141826673,fisher_used,fisher_used,0.7985170109574511,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-detail,,,,,,,,,,,,,,,,,,,,9.813427854295896e-198,0.47464473723867195,fisher_used,fisher_used,0.9113801407515953,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,9.813427854296455e-198,fisher_used,fisher_used,0.5349164772205419,fisher_used,fisher_used,fisher_used,fisher_used
equivalence,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,9.813427854295896e-198,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used
arg1-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used
