,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,9.813427854295336e-198,0.03795269521297683,0.31520312224401525,0.5454018692241619,fisher_used,0.3121669458541206,0.12480660492263287,0.5660920684738528,0.9222466244222626,0.32772649291027817,0.4775631102649859,0.006584622782678461,0.04389424506726252,0.763170040034983,0.4985361915582218,0.8313680688151808,fisher_used
asynchronous,,9.813427854295896e-198,0.635276041333784,0.7742212726398807,fisher_used,0.35829508025835277,0.013122812214566517,0.08395044205596987,0.14944453191508092,2.9057314173107495e-12,0.5185835893967834,3.947895033483934e-06,2.0886857580964098e-07,0.5332837747533128,0.5914572832952699,0.6597319705482902,fisher_used
cause,,,9.813427854296455e-198,0.13779756369909102,fisher_used,0.0017583526067423423,0.019262952933727356,6.07181743456223e-08,0.001327874352246004,4.184537449940413e-16,0.40306373397101236,7.100706373093339e-05,5.837650748471726e-11,0.9748949429322661,0.17927339012200066,0.3277959035492203,fisher_used
condition,,,,9.813427854296455e-198,fisher_used,0.06431227657080399,0.5177853564178825,0.3406597192322535,0.6605630031955995,0.1203558551556088,0.7519792006169079,0.4459227366868136,0.1706090027045059,0.8933401325254414,0.002023033983841435,0.9245091120348217,fisher_used
negative-condition,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
purpose,,,,,,9.813427854296455e-198,0.20038002750742667,0.11122932458772833,0.46294411609974195,0.9888523872647281,0.5973331792330212,0.4106542622322257,0.10044949628019738,0.8226713376517885,0.6147017113101056,0.8741558919270012,fisher_used
concession,,,,,,,9.813427854295336e-198,1.194039351136376e-16,0.7099863884392934,0.029195004944354983,0.36822154979476207,0.6184223920725966,0.0015142616530136816,0.7026448688008744,0.3911947271189036,0.00020667557428865338,fisher_used
contrast,,,,,,,,9.813427854297013e-198,0.16927952110684222,0.16485323251284859,0.057479719885316354,0.014661891963104894,4.734085273764329e-06,0.6349031840723075,0.28618455666178544,0.0028517084686823357,fisher_used
similarity,,,,,,,,,9.813427854295896e-198,0.002404318553106339,0.00045931506742535004,0.1736746468902779,0.8899277436220319,0.8267799511885086,0.6230584962511533,0.8770953704243644,fisher_used
conjunction,,,,,,,,,,9.813427854296455e-198,0.20331124850159207,0.6983689359001723,1.1184680199254088e-06,0.2859867926292319,0.11567977630162712,0.18428875189462726,fisher_used
disjunction,,,,,,,,,,,9.813427854295896e-198,0.15556919785324622,0.038961123771279145,0.8748613851255811,0.7235413478352595,0.9113801407515953,fisher_used
instantiation,,,,,,,,,,,,9.813427854296455e-198,0.15029196816648208,0.5468385100869586,0.17596555377638745,0.6702551521676094,fisher_used
level-of-detail,,,,,,,,,,,,,9.813427854296455e-198,0.9799165466550381,0.0640609245660171,0.3256449949786029,fisher_used
equivalence,,,,,,,,,,,,,,9.813427854296455e-198,0.8807068807522691,0.962338558695971,fisher_used
manner,,,,,,,,,,,,,,,9.813427854295896e-198,0.9155357583519905,fisher_used
exception,,,,,,,,,,,,,,,,9.813427854295896e-198,fisher_used
substitution,,,,,,,,,,,,,,,,,fisher_used
