,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,1.0,0.01859799713876967,0.005140507196710075,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0022611644997173543,0.0,0.0,0.0,0.0
asynchronous,,1.0,0.05513934671860953,0.0,0.0,0.0,0.017857142857142856,0.0024271844660194173,0.0,0.05007102272727273,0.0,0.0047984644913627635,0.01113490364025696,0.0,0.0,0.0,0.0015082956259426848
cause,,,1.0,0.0,0.0,0.00034831069313827936,0.04010775217000898,0.009274594236502154,0.002377717391304348,0.13081458833806509,0.0,0.02573760200878845,0.12441717791411043,0.0,0.0,0.0,0.001736111111111111
condition,,,,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0
negative-condition,,,,,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0
purpose,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concession,,,,,,,1.0,0.04417670682730924,0.0014641288433382138,0.03410301953818828,0.0,0.006030150753768844,0.025243578387953942,0.0,0.0,0.0,0.0
contrast,,,,,,,,1.0,0.00392156862745098,0.01017087062652563,0.0,0.0017482517482517483,0.0064,0.0,0.0,0.0,0.005291005291005291
similarity,,,,,,,,,1.0,0.02578427159432746,0.0,0.006329113924050633,0.002238388360380526,0.0,0.0,0.0,0.0
conjunction,,,,,,,,,,1.0,0.00043346337234503684,0.0230798335225123,0.12015611931976582,0.0,0.0,0.0,0.0
disjunction,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
instantiation,,,,,,,,,,,,1.0,0.0700507614213198,0.0,0.0,0.0,0.0
level-of-detail,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0017421602787456446
equivalence,,,,,,,,,,,,,,NA,NA,NA,0.0
manner,,,,,,,,,,,,,,,NA,NA,0.0
exception,,,,,,,,,,,,,,,,NA,0.0
substitution,,,,,,,,,,,,,,,,,1.0
