,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
synchronous,NA,0.45007288282537655,NA,NA,-0.20072677886468332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03562438762971424,NA,NA,NA,NA,-0.6054891197804352,NA,NA,NA,NA,NA,NA
precedence,,NA,NA,-0.9219906331557685,-0.14185324530511725,NA,NA,NA,NA,NA,NA,-0.8515333170737969,-0.3500046360049313,-0.80220614890642,NA,-0.3961698513574317,NA,NA,-0.8639369768425201,-0.7533348836226033,-0.8776265147084824,NA,NA,NA,NA,NA,-0.14033423337955192
succession,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04729422464756708,NA,NA,0.18645054838396583,NA,0.5656861235176344,NA,NA,NA,NA,NA,NA
reason,,,,NA,-0.7126645892249222,NA,NA,NA,NA,NA,NA,-0.6357388316151202,-0.8027828191167574,-0.4423541676538881,NA,-0.5668228206772808,NA,NA,-0.33669907442120084,-0.10263709919089002,-0.0499335066024357,NA,NA,NA,NA,NA,0.017257344894351375
result,,,,,NA,NA,NA,NA,NA,NA,NA,-0.49611392710596186,-0.3655988199142966,-0.6235196711858894,-0.7132920406743731,-0.4846823171796701,NA,NA,-0.7145193351472516,0.25198902161889464,-0.6847652485479677,NA,NA,NA,NA,NA,-0.27367463402530806
arg1-as-cond,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-cond,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-negcond,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-negcond,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-goal,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-goal,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-denier,,,,,,,,,,,,NA,0.6230373815435185,0.2206047032474804,NA,-0.7765217956213863,NA,NA,NA,NA,-0.4383353070546439,NA,NA,NA,NA,NA,NA
arg2-as-denier,,,,,,,,,,,,,NA,0.2800683614612262,NA,-0.5816412878909163,NA,NA,-0.6392225949734806,-0.3246753246753247,-0.7708168988987614,NA,NA,NA,NA,NA,NA
contrast,,,,,,,,,,,,,,NA,-0.37733499377334995,-0.5460531186274136,NA,NA,-0.836195144788841,NA,-0.6827552127533866,NA,NA,NA,NA,NA,0.4703759748574089
similarity,,,,,,,,,,,,,,,NA,0.6959610310533794,NA,NA,-0.2334058874495467,0.07664944524434657,-0.7571646599966084,NA,NA,NA,NA,NA,NA
conjunction,,,,,,,,,,,,,,,,NA,NA,NA,-0.5286353223519145,-0.7573035027452362,-0.2902001536167713,NA,NA,NA,NA,NA,NA
disjunction,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-instance,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-instance,,,,,,,,,,,,,,,,,,,NA,-0.36179183135704873,0.26696761922525136,NA,NA,NA,NA,NA,NA
arg1-as-detail,,,,,,,,,,,,,,,,,,,,NA,-0.25302636464909023,NA,NA,NA,NA,NA,NA
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,-0.010039964908860513
equivalence,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
