,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
synchronous,1.0,0.08180943214629452,0.00425531914893617,0.006862745098039216,0.016629357211384713,0.0,0.0,0.0,0.0,0.0,0.0,0.0020833333333333333,0.010834236186348862,0.0017921146953405018,0.0027247956403269754,0.027722772277227723,0.0,0.0,0.0010526315789473684,0.0,0.013444049031237644,0.0,0.0,0.0,0.0,0.0,0.00904977375565611
precedence,,1.0,0.004,0.008426966292134831,0.13713627196773265,0.0,0.0,0.0,0.0,0.0,0.0,0.005636070853462158,0.0506485484867202,0.01763803680981595,0.007985803016858917,0.09970014992503748,0.0,0.0010515247108307045,0.019572953736654804,0.005857740585774059,0.03801807416640698,0.0,0.0,0.0,0.0,0.0,0.006091370558375634
succession,,,1.0,0.0077777777777777776,0.0022935779816513763,0.0,0.0,0.0,0.0,0.0,0.0,0.002777777777777778,0.002466091245376079,0.01152073732718894,0.0,0.008323765786452353,0.0,0.0,0.013414634146341463,0.0,0.013692946058091286,0.0,0.0,0.0,0.0,0.0,0.0
reason,,,,1.0,0.06353591160220995,0.0,0.0,0.0,0.0,0.0,0.0,0.03504043126684636,0.032175032175032175,0.028428093645484948,0.008737864077669903,0.08358509566968782,0.0,0.0023446658851113715,0.07917498336660013,0.0444234404536862,0.13913349771046143,0.0,0.0,0.0,0.0,0.0,0.006756756756756757
result,,,,,1.0,0.0,0.0,0.00033311125916055963,0.0,0.0003332222592469177,0.0,0.025450031036623216,0.08304498269896193,0.030783297775068576,0.012052013954963527,0.24946777627249855,0.00033311125916055963,0.00033266799733865603,0.0625,0.0482780817508851,0.1592767972449419,0.0006664445184938354,0.0,0.0,0.0,0.0,0.0029634507737899243
arg1-as-cond,,,,,,NA,NA,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,0.0
arg2-as-cond,,,,,,,NA,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,0.0
arg1-as-negcond,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0,0.0,0.00028935185185185184,0.0,0.0,0.0,0.0,0.00041911148365465214,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-negcond,,,,,,,,,NA,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,0.0
arg1-as-goal,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-goal,,,,,,,,,,,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,0.0
arg1-as-denier,,,,,,,,,,,,1.0,0.11957671957671957,0.05069124423963134,0.006122448979591836,0.03128430296377607,0.0,0.0,0.013182674199623353,0.012681159420289856,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.002881844380403458
arg2-as-denier,,,,,,,,,,,,,1.0,0.07677725118483412,0.005319148936170213,0.0764510355407824,0.0,0.0,0.015957446808510637,0.015060240963855422,0.043882978723404256,0.0,0.0,0.0,0.0,0.0,0.006289308176100629
contrast,,,,,,,,,,,,,,1.0,0.01601423487544484,0.040412259289395173,0.0,0.0,0.023957409050576754,0.009508716323296355,0.0355672032946462,0.0,0.0,0.0,0.0,0.0,0.03398058252427184
similarity,,,,,,,,,,,,,,,1.0,0.04501146788990826,0.0,0.0,0.023379383634431455,0.00904977375565611,0.01738443303042276,0.0,0.0,0.0,0.0,0.0,0.0
conjunction,,,,,,,,,,,,,,,,1.0,0.0005788712011577424,0.00028901734104046245,0.08382466034350167,0.02315963606286187,0.253487872934106,0.0,0.0,0.0,0.0,0.0,0.003728133065672498
disjunction,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-instance,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0020955574182732607,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-instance,,,,,,,,,,,,,,,,,,,1.0,0.014792899408284023,0.16017634092578986,0.0,0.0,0.0,0.0,0.0,0.0012239902080783353
arg1-as-detail,,,,,,,,,,,,,,,,,,,,1.0,0.03568627450980392,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,1.0,0.00041911148365465214,0.0,0.0,0.0,0.0,0.007880547490667772
equivalence,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.0
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,0.0
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,0.0
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.0
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
