,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,NA,0.6981191718033823,-0.442141964344451,NA,NA,NA,-0.41966039409491224,-0.837529198027511,-0.6899295294385087,0.04020585397233837,NA,-0.9266908413453542,-0.5025875565907496,NA,NA,NA,0.24831148192292413
asynchronous,,NA,-0.19165011538306967,NA,NA,NA,-0.2839652721032279,-0.41373572780997186,-0.5953247748610845,-0.22861152401103976,NA,-0.5303237482807567,-0.6020615393208991,NA,NA,NA,-0.10888322787410634
cause,,,NA,NA,-0.18314624019683223,NA,-0.19437054396953066,-0.41715491955179734,-0.6172270632784342,-0.43400305357981367,-0.18314624019683223,-0.2847340401906103,-0.20163289373181598,NA,NA,NA,-0.4509844884316081
condition,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
negative-condition,,,,,NA,NA,0.6598493003229279,NA,NA,-0.06227894817776411,NA,NA,0.14531754574811626,NA,NA,NA,NA
purpose,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
concession,,,,,,,NA,0.43769110499227193,-0.617788197369867,-0.2673188140327661,NA,-0.5336587960412591,-0.33492334730390066,NA,NA,NA,-0.143621908833047
contrast,,,,,,,,NA,-0.11459290343406252,-0.29245732908463745,NA,-0.3031149442184871,-0.2932113982578205,NA,NA,NA,0.7646438213055575
similarity,,,,,,,,,NA,0.6263229545598907,NA,-0.048963539789730975,-0.33737841659147266,NA,NA,NA,NA
conjunction,,,,,,,,,,NA,NA,-0.2584775425863987,-0.13610459346738046,NA,NA,NA,-0.47470176331186653
disjunction,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA
instantiation,,,,,,,,,,,,NA,0.3841559942327763,NA,NA,NA,-0.7289715136667148
level-of-detail,,,,,,,,,,,,,NA,0.14531754574811626,NA,NA,0.16811476927508007
equivalence,,,,,,,,,,,,,,NA,NA,NA,NA
manner,,,,,,,,,,,,,,,NA,NA,NA
exception,,,,,,,,,,,,,,,,NA,NA
substitution,,,,,,,,,,,,,,,,,NA
