,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
synchronous,NA,0.6057282700997254,0.2224279851744702,-0.4584301948310682,-0.22043533239885577,NA,0.35129533678756475,NA,NA,-0.12390768541339905,0.14436104883516912,-0.25318032887754005,-0.06038757868440905,-0.18195194915219884,-0.2776733566870973,-0.01949937665257607,-0.03325905752248907,-0.12616929044033767,-0.4799073931986042,-0.594126704608291,-0.22520269610237376,-0.5129944949430291,0.2602857449779783,NA,NA,0.3042125152828721,-0.08998742852508212
precedence,,NA,0.17571605348142336,-0.42727459111104266,0.18570628578135012,NA,-0.6025420817588457,-0.4765161363251003,NA,-0.14623047595621694,0.42650454055718023,-0.2713672749541697,0.004129969989381387,-0.2562443768476072,-0.20980036538140676,-0.12118683390978809,-0.43754185862439876,-0.2938971535668268,-0.3643334243271354,-0.3292339056247003,-0.42415374865477296,-0.2633793550532716,-0.14623047595621694,-0.23469895505058883,NA,-0.09421778690930438,-0.1537504041846344
succession,,,NA,-0.09432226727914164,-0.3350105764234219,NA,0.36291739894551844,NA,NA,0.7319932998324958,NA,0.1946034769684854,-0.05782839032161537,0.015690002006010534,-0.105848553491307,0.11562873315094464,0.008385573556948628,-0.2429081052451202,0.0880854764567027,-0.3992543117467111,0.25188143625372234,-0.6144478317079789,NA,-0.15244946899623157,NA,NA,-0.46803546430237986
reason,,,,NA,-0.09318586585171479,NA,0.17516559439672932,0.6124995655045361,NA,-0.37698853126156123,0.4277358780975835,0.09234099298455829,-0.16425773944323938,0.03801002253936168,-0.0873986117780591,-0.12707857013695711,0.17547702955837063,0.178977364722645,0.24182330868989013,0.2717887265520579,0.34149873754489785,0.3655752478221688,0.05107336301505828,0.10999039385206533,0.1095169775227164,-0.09272495838637031,0.12278036224951619
result,,,,,NA,NA,-0.41425777004998915,0.19811407968937783,NA,0.4655810510732791,-0.3356933969524396,-0.12757043471576276,0.05761538549701436,-0.22979586660723558,-0.13842098553645799,-0.21070108374001884,-0.2529290942228137,-0.2027727711283818,-0.16904971280794073,0.24348581354950782,-0.28413176295002085,0.25159076067973696,-0.11350851506511521,0.5293283907544701,-0.0021932355996767865,-0.33590020021561684,-0.0022949631598019084
arg1-as-cond,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg2-as-cond,,,,,,,NA,NA,NA,NA,NA,0.3009989168371645,0.5122739018087855,0.013956137852463685,-0.13258834189066748,-0.5893339033318192,NA,0.8183899821109123,0.47999352016847563,0.021897810218978103,0.06713780918727916,NA,NA,NA,NA,NA,NA
arg1-as-negcond,,,,,,,,NA,NA,NA,NA,-0.17104960515218892,0.6230638622266884,0.21362862010221464,0.04519414385741566,-0.3177085640866599,0.9556092405254416,NA,0.1738404214313247,0.6499923041403725,0.042757948593007675,NA,NA,NA,0.9956982639422338,NA,NA
arg2-as-negcond,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg1-as-goal,,,,,,,,,,NA,NA,0.19628030554633014,-0.36224768139661756,-0.0863500213949508,NA,-0.17707869173870422,NA,0.782361608082509,-0.39882717269552614,0.17061438670650828,0.022361671397977987,NA,NA,0.8978123623550139,NA,NA,NA
