,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
synchronous,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precedence,,1.0,0.0,0.0,0.004606124239504078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006805054151624549,0.0,0.0,0.007110077709110934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
succession,,,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
reason,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010996015936254981,0.0,0.0,0.003188939158619758,0.0,0.0,0.0,0.08383134130146082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-cond,,,,,,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg2-as-cond,,,,,,,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg1-as-negcond,,,,,,,,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg2-as-negcond,,,,,,,,,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg1-as-goal,,,,,,,,,,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg2-as-goal,,,,,,,,,,,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg1-as-denier,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-denier,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrast,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
similarity,,,,,,,,,,,,,,,1.0,0.11224105461393596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conjunction,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0087635312890844,0.0,0.0016153919194796564,0.0,0.0,0.0,0.0,0.0,0.0
disjunction,,,,,,,,,,,,,,,,,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg1-as-instance,,,,,,,,,,,,,,,,,,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0
arg2-as-instance,,,,,,,,,,,,,,,,,,,1.0,0.0,0.009734428122393996,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-detail,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
equivalence,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,0.0
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.0
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,0.0
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,0.0
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.0
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
