,synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution
synchronous,0.9736071214112989,0.013449601052606596,0.03725574774584509,0.0,0.0,0.0,0.009984621246505303,0.0,0.0,0.005069543538679756,0.0,0.003226022473490099,0.022198389300272642,0.0,0.0,0.0,0.0
asynchronous,0.013449601052606596,0.9987988962770771,0.13400514619501427,0.0,0.0,0.0,0.06688210968772654,0.02957328472555679,0.011518481209786553,0.08650696954361137,0.0,0.0521424489159806,0.12431836734401477,0.0,0.0,0.0,0.0
cause,0.03725574774584509,0.13400514619501427,0.9996646855363743,0.0,0.0,0.0,0.14251731971153017,0.07567264750380105,0.03728894039922189,0.27160822051505923,0.0,0.09055095250879545,0.13847250964769506,0.0,0.0,0.0,0.009706663363651858
condition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negative-condition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
purpose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concession,0.009984621246505303,0.06688210968772654,0.14251731971153017,0.0,0.0,0.0,0.9988902218737354,0.023814211603035505,0.01249377342877014,0.10970629868750913,0.0,0.05167510079364985,0.10513429355483296,0.0,0.0,0.0,0.00042863230142456773
contrast,0.0,0.02957328472555679,0.07567264750380105,0.0,0.0,0.0,0.023814211603035505,0.9943665021217633,0.0,0.04927113126691693,0.0,0.01997608142728423,0.054901267643792995,0.0,0.0,0.0,0.0
similarity,0.0,0.011518481209786553,0.03728894039922189,0.0,0.0,0.0,0.01249377342877014,0.0,0.9790895180784859,0.043494734004632475,0.0,0.005379549206372485,0.02581612717723263,0.0,0.0,0.0,0.0
conjunction,0.005069543538679756,0.08650696954361137,0.27160822051505923,0.0,0.0,0.0,0.10970629868750913,0.04927113126691693,0.043494734004632475,0.9995566962647725,0.0,0.08956543273727266,0.14840212542143028,0.0,0.0,0.0,0.011963974578182143
disjunction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49992312423124224,0.0,0.0,0.0,0.0,0.0,0.0
instantiation,0.003226022473490099,0.0521424489159806,0.09055095250879545,0.0,0.0,0.0,0.05167510079364985,0.01997608142728423,0.005379549206372485,0.08956543273727266,0.0,0.9978793114689967,0.03328573789853915,0.0,0.0,0.0,0.0
level-of-detail,0.022198389300272642,0.12431836734401477,0.13847250964769506,0.0,0.0,0.0,0.10513429355483296,0.054901267643792995,0.02581612717723263,0.14840212542143028,0.0,0.03328573789853915,0.999492024194173,0.0,0.0,0.0,0.0
equivalence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
substitution,0.0,0.0,0.009706663363651858,0.0,0.0,0.0,0.00042863230142456773,0.0,0.0,0.011963974578182143,0.0,0.0,0.0,0.0,0.0,0.0,0.9284944818185816
